A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A12 A13 A14 A15 A16 A17 A18 A19 A20 A21 A22 A23 A24 A25 A26 A27 A28 A29 A30 A31 A32 A33 A34 A35 A36 A37 A38 A39 A40 Class
0.88652 -0.43457 -0.66084 -0.40555 -0.77707 -0.64652 -0.22646 -0.65082 -0.54777 -0.34644 0.88652 -0.12707 -0.00327 0.15103 0.15488 0.50625 -0.23472 -0.12017 -0.04580 -0.08870 0.88652 0.25808 0.05794 0.17386 0.10055 0.22978 0.30703 0.18107 0.31694 0.39482 0.88652 -0.24722 0.00270 -0.13505 0.05099 0.63051 -0.30745 -0.34533 -0.34241 -0.45408 9
0.12934 -0.19129 -1.62106 -0.28825 -0.90422 -0.35437 -0.22146 -0.99921 -0.98839 -1.69616 0.12934 -0.71079 -1.38105 -0.73409 -1.42858 -1.50425 -0.87923 -1.38798 -1.50347 -1.50401 0.12934 -1.10248 -0.52867 -1.33781 -1.57791 -1.87410 -1.02755 -1.42143 -1.55997 -0.54897 0.12934 -0.44296 -1.41387 -0.46813 -1.36462 -1.54721 -0.51465 -1.18841 -1.26566 -1.24998 12
-0.10175 -0.66326 -0.47262 -0.77482 -0.45071 -0.24200 -0.56603 -0.34768 -0.44609 -0.46581 -0.10175 -0.75457 -0.60605 -0.61175 -0.49593 0.03356 -0.78716 -0.66413 -0.56861 -0.65712 -0.10175 -0.48527 -0.53475 -0.49883 -0.61260 -0.54575 -0.52269 -0.60791 -0.57400 -0.45398 -0.10175 -0.25251 -0.08811 -0.14199 0.02497 0.12570 -0.37449 -0.15587 -0.14883 -0.27937 2
0.49810 0.80619 0.89595 0.83259 0.95220 0.66143 0.68240 0.99159 1.01982 1.06448 0.49810 0.87984 1.26760 1.07933 1.14389 1.20583 0.68088 1.03628 0.86247 1.03952 0.49810 1.14559 0.72661 0.99395 1.13285 1.00531 0.80749 0.94553 0.98217 0.36724 0.49810 0.60982 0.93799 0.81563 1.08147 1.16466 0.55793 0.81036 0.85383 0.68154 10
-0.02800 -0.38105 -0.62574 -0.46203 -0.44647 -0.16559 -0.34630 -0.38388 -0.40796 -0.53620 -0.02800 -0.74484 -0.54073 -0.54699 -0.54717 0.12810 -0.72066 -0.68127 -0.60406 -0.58822 -0.02800 -0.44923 -0.50435 -0.58953 -0.74262 -0.90767 -0.53586 -0.65697 -0.79178 -0.65929 -0.02800 -0.14670 -0.18497 -0.10035 -0.04269 0.22549 -0.29526 -0.17955 -0.04459 -0.14025 2
0.77344 1.03975 1.69029 1.74057 1.28703 1.77612 1.71611 1.42595 1.60449 1.77760 0.77344 1.18143 1.79615 1.21605 1.44624 1.50835 1.23843 1.45603 1.23021 1.50459 0.77344 1.59160 2.57456 1.65531 1.97602 1.39506 1.43527 2.29049 2.12257 2.58269 0.77344 1.80545 2.24559 1.46791 1.88816 1.52860 1.80723 2.11761 1.79693 2.08893 13
-1.38012 -1.22283 -1.74229 -0.82261 -0.96779 -0.28695 -1.16528 -1.38380 -1.03499 -1.70228 -1.38012 -1.73230 -1.68986 -1.79191 -1.74117 -1.57358 -1.62603 -1.63212 -1.54778 -1.50975 -1.38012 -2.20173 -1.00585 -2.21458 -2.09406 -2.24397 -2.18653 -2.08369 -2.10641 -1.04844 -1.38012 -1.58039 -1.75893 -1.63392 -1.85904 -1.78201 -1.67255 -1.72362 -1.67764 -1.55088 12
0.38993 0.67968 0.75877 0.90210 1.03273 0.95359 0.78727 0.97801 0.95203 0.59928 0.38993 0.69986 0.84596 1.18007 0.85693 0.92222 0.83945 0.86495 0.85361 0.74383 0.38993 0.61849 0.09441 0.72563 0.56942 0.81441 0.60994 0.38956 0.64559 0.10371 0.38993 0.30827 0.63833 0.61439 0.82645 1.05901 0.33853 0.60196 0.72974 0.54242 10
-0.32792 0.24177 0.98846 0.32865 0.74452 0.67042 0.32286 0.51199 0.64275 1.17160 -0.32792 0.45178 0.43025 0.57560 0.52384 0.07138 0.68088 0.62510 0.58334 0.54574 -0.32792 -0.03926 -0.23993 -0.00376 0.04539 -0.01283 0.00411 -0.00698 -0.02360 -0.27319 -0.32792 0.35059 0.73822 0.37152 0.79523 0.80660 0.44214 0.74405 0.97792 0.83684 6
-0.19517 0.22717 0.56099 0.51545 0.63432 0.46367 0.08815 0.27671 0.38431 0.46767 -0.19517 0.84579 1.64768 0.67635 1.01066 1.09869 1.06452 1.24187 0.98653 1.42421 -0.19517 0.93385 2.65663 1.74979 2.08634 1.65357 1.32113 2.24143 2.03545 2.69606 -0.19517 0.49343 1.67049 0.95441 1.38853 1.81035 1.41111 1.72923 1.81182 1.99834 13
-0.20500 -0.07937 0.76196 -0.03194 0.27829 0.45917 -0.02671 0.41697 0.50294 1.11345 -0.20500 0.38855 0.34711 0.33093 0.43160 0.06507 0.43536 0.56941 0.46372 0.50842 -0.20500 0.38872 0.03970 0.52911 0.65216 0.65930 0.55287 0.62667 0.65747 0.12823 -0.20500 0.18659 0.73822 0.21885 0.90972 0.73030 0.36291 0.90509 0.87865 0.75272 6
0.89144 -0.50269 -0.09299 -0.18833 -0.00568 0.30186 0.05819 0.05048 0.29534 0.45543 0.89144 -0.41893 0.01454 0.15823 0.35473 1.34449 -0.13754 0.06400 0.29535 0.12374 0.89144 0.02381 0.06705 -0.00376 -0.18313 -0.15600 0.08313 0.00529 0.03580 0.37643 0.89144 -0.14141 -0.00941 0.01761 -0.00105 0.40745 -0.30745 -0.30743 -0.36227 -0.47673 9
0.40960 0.62616 0.67264 0.55021 0.45631 0.76481 0.60750 0.23146 0.49447 0.86248 0.40960 0.89444 0.64998 0.93541 0.76981 0.18482 1.00825 0.89065 0.73398 0.73522 0.40960 0.66804 0.42874 0.85790 1.06587 0.96553 0.95236 0.92100 0.88318 0.49900 0.40960 0.73679 0.99247 0.80175 1.07627 0.90639 0.92967 1.01403 1.07223 0.93714 6
-1.03102 -1.14011 -1.75186 -0.94425 -1.20514 -0.60607 -1.19025 -1.31141 -1.05617 -1.61352 -1.03102 -1.58151 -1.54140 -1.75593 -1.69505 -1.49795 -1.61069 -1.59358 -1.51233 -1.38344 -1.03102 -1.68364 -0.69280 -1.77998 -1.62914 -1.89001 -1.77825 -1.62992 -1.75399 -0.92894 -1.03102 -1.30529 -1.47743 -1.29390 -1.52075 -1.61178 -1.31908 -1.44891 -1.55851 -1.48940 12
-0.21484 -0.39078 -0.02281 -0.78785 -0.65839 -1.08251 -0.37627 -0.26171 -0.64521 0.04225 -0.21484 0.54420 0.39462 -0.10803 0.44184 -0.34459 0.56835 0.55656 0.67639 0.46536 -0.21484 0.80320 -1.53775 0.78609 -0.02553 0.73486 1.01383 -0.20320 0.07143 -1.26601 -0.21484 0.44053 -1.19291 0.19110 -0.97949 -1.40633 -0.21604 -0.81897 -0.91820 -1.16586 7
-0.28859 0.69428 0.16860 0.64144 0.79114 0.68840 0.15307 0.56628 0.84611 -0.04651 -0.28859 0.30585 0.10956 0.45327 0.40597 -0.04207 0.05172 0.32956 0.27320 0.05771 -0.28859 -0.53033 0.08833 -0.20783 -0.01765 0.17807 -0.63245 -0.27678 0.09123 0.07613 -0.28859 -0.14141 -0.26367 0.04537 0.01456 -0.44368 0.50308 0.27041 0.38228 0.35153 14
-0.10175 0.36828 1.10650 0.42857 0.85472 0.87718 0.58253 0.67487 0.81646 1.28790 -0.10175 0.59285 0.61732 0.43168 0.66732 0.31718 0.73715 0.80070 0.89349 0.84144 -0.10175 0.28511 -0.01805 0.29480 0.34484 0.25364 0.23240 0.37321 0.35257 0.03017 -0.10175 0.52518 0.87140 0.34376 1.00340 0.75377 0.38729 0.91930 0.98289 0.95978 6
-0.42134 -0.11830 0.64712 0.03757 0.21472 0.30186 -0.00673 0.21337 0.44786 0.89003 -0.42134 0.34477 0.46291 0.35972 0.48797 0.30457 0.59393 0.59511 0.60107 0.71512 -0.42134 0.40224 -0.00893 0.65760 0.68762 0.85418 0.60555 0.50811 0.64955 0.08533 -0.42134 0.35588 0.95312 0.35764 1.03984 1.03553 0.59449 1.08034 1.10201 1.10861 6
-0.62785 0.50938 0.25473 0.77612 0.76995 0.35130 -0.39624 0.25861 0.15553 -0.10772 -0.62785 0.11614 0.09768 0.46046 0.37010 0.09659 -0.17846 0.15395 0.08268 -0.03129 -0.62785 -0.96282 0.21599 -0.91832 -0.45894 -0.39860 -1.04950 -0.50571 -0.39581 0.20177 -0.62785 -0.43238 0.01178 -0.13505 -0.10514 -0.11496 0.11914 0.13305 0.22345 0.32888 14
-0.91302 -1.09145 -0.36734 -1.15278 -0.59905 -0.62405 -1.28513 -0.86348 -0.85705 -0.62495 -0.91302 -1.15831 -0.62981 -1.37454 -0.73165 -0.62820 -1.45212 -0.92112 -0.89205 -0.85808 -0.91302 -1.31422 -0.55298 -1.27356 -1.06177 -1.11845 -1.28217 -1.09848 -1.08480 -0.63784 -0.91302 -1.67033 -0.86601 -1.84210 -1.21889 -0.87218 -1.78224 -1.32103 -1.31529 -1.02027 3
0.78819 1.10300 1.20858 1.21490 1.26160 0.97606 0.89714 1.51644 1.34181 1.20221 0.78819 1.27385 1.83475 0.97139 1.36425 1.29407 1.27935 1.49886 1.28781 1.60507 0.78819 0.94736 2.45299 1.88206 2.24001 1.76095 1.57136 2.22099 2.11465 2.66542 0.78819 1.18647 1.97620 0.52418 1.33649 0.92400 1.63660 1.67713 1.49414 1.96923 13
-0.69177 0.45099 1.04589 0.28955 0.36730 -0.02176 0.61749 0.66130 0.47752 1.12875 -0.69177 1.28358 1.09241 0.33813 0.84668 0.24785 1.60672 1.13907 1.31439 1.27206 -0.69177 0.79419 -1.22773 0.86546 0.01781 0.79452 0.80310 -0.33811 0.22586 -1.04232 -0.69177 0.39292 -0.56332 0.48254 -0.27168 -0.68434 0.21665 -0.26007 0.02986 -0.34408 7
-1.04086 -0.67786 -0.63850 -0.73138 -0.53548 -0.52966 -1.01047 -0.84085 -0.86128 -1.12383 -1.04086 -0.89564 -0.83172 -0.81325 -0.87514 -0.96224 -1.02245 -0.94682 -0.95408 -0.94994 -1.04086 -1.40883 -0.59250 -1.41717 -1.25089 -1.39287 -1.47534 -1.25791 -1.31051 -0.75428 -1.04086 -1.46930 -1.07789 -1.47432 -1.29696 -1.03653 -1.41050 -1.24998 -1.19120 -1.00410 3
-0.99661 -0.75085 -0.38967 -0.77048 -0.35746 -0.33639 -0.96053 -0.66892 -0.70029 -0.74126 -0.99661 -1.17291 -0.87329 -1.19464 -0.87001 -0.72904 -1.24240 -0.95967 -0.91420 -0.88392 -0.99661 -1.40883 -0.63505 -1.35671 -1.21937 -1.31333 -1.36998 -1.24156 -1.24715 -0.68993 -0.99661 -1.35820 -0.79639 -1.41881 -1.06796 -0.67847 -1.34956 -1.07473 -0.93805 -0.68703 3
-0.23942 0.02281 -0.15998 0.50677 0.26134 0.60300 0.46268 0.07763 0.51565 0.05755 -0.23942 -0.74484 -0.19034 -0.53260 -0.37294 0.15331 -0.59278 -0.45426 -0.23189 -0.18631 -0.23942 -0.16991 0.32844 -0.15115 0.09661 0.11444 -0.18466 0.02982 0.12687 0.16193 -0.23942 0.34001 0.29933 0.42703 0.52980 0.33701 0.28978 0.45513 0.53616 0.39359 8
1.25037 0.48019 0.30577 0.98899 0.74876 0.96258 0.67741 0.67939 0.92238 0.41258 1.25037 0.46637 0.32632 1.40315 0.65707 1.13650 0.66042 0.39809 0.56119 0.20125 1.25037 0.43378 -0.31287 0.30992 -0.10039 0.12637 0.42556 -0.01515 0.03580 -0.21803 1.25037 0.41937 -0.01244 0.78787 0.13426 0.47789 0.31416 -0.10850 -0.06445 -0.25996 9
0.09984 0.95217 0.85129 0.71964 0.70213 0.64346 0.60750 0.86490 0.81222 0.98797 0.09984 0.52475 1.00630 0.34533 0.73906 0.80877 0.33817 0.74074 0.72955 0.99359 0.09984 0.47883 0.06402 0.44975 0.40000 0.50817 0.32898 0.32007 0.40405 -0.02805 0.09984 0.42995 0.65044 0.44785 0.79002 0.63638 0.36901 0.74405 0.70988 0.56830 10
-0.29351 -0.99900 -0.38648 -0.53154 -0.40833 -0.13862 -0.91060 -0.52866 0.01572 -0.11690 -0.29351 -0.95401 -0.49025 -0.70530 -0.52155 -0.14291 -0.82808 -0.62130 -0.40911 -0.41023 -0.29351 -0.69251 -0.63505 -0.64244 -0.79778 -0.66109 -0.64123 -0.71420 -0.58588 -0.39270 -0.29351 -1.02490 -0.36961 -0.85673 -0.38098 0.13157 -0.92906 -0.62477 -0.46154 -0.42173 9
-0.69668 -1.50990 -1.08831 -1.69583 -1.53998 -1.70277 -1.62470 -1.51049 -1.66626 -1.16668 -0.69668 -1.53287 -1.28009 -1.58323 -1.44395 -1.11980 -1.41120 -1.42225 -1.37498 -1.25712 -0.69668 -1.09797 -0.91467 -0.97879 -1.06965 -0.95937 -0.97926 -1.06168 -1.02145 -0.74508 -0.69668 -1.23652 -0.94168 -1.26614 -1.08878 -0.70782 -1.19720 -1.10315 -1.05222 -0.89086 2
-0.87369 -2.02081 -1.71996 -2.10854 -2.16726 -2.28259 -1.96927 -2.06701 -2.18738 -1.61658 -0.87369 -1.30424 -1.27415 -1.28819 -1.25435 -1.05047 -1.24752 -1.24664 -1.24207 -1.24564 -0.87369 -0.67900 -0.88124 -0.68023 -0.78202 -0.71279 -0.71147 -0.71420 -0.79178 -0.92587 -0.87369 -1.37936 -1.28069 -1.41881 -1.43748 -1.33003 -1.38612 -1.38260 -1.47413 -1.34705 4
-0.57868 0.49965 0.25792 0.55455 0.76147 0.51311 0.49264 0.78346 0.77833 0.41258 -0.57868 0.08696 0.14222 0.22299 0.37010 0.14701 0.03126 0.33384 0.34409 0.22996 -0.57868 -0.81415 0.39835 -0.72936 -0.27375 -0.26736 -0.82122 -0.30949 -0.24930 0.34579 -0.57868 0.04904 0.29327 0.06619 0.45173 0.23136 0.18618 0.50723 0.57587 0.49389 14
1.52571 0.32935 0.44614 0.64579 0.46478 0.61649 0.76730 0.56176 0.77409 0.74006 1.52571 0.42260 0.34414 1.29521 0.60583 1.38230 0.65531 0.29101 0.44156 0.14383 1.52571 0.75364 0.19167 0.67650 0.34878 0.41670 0.91285 0.44271 0.55452 0.56028 1.52571 0.68389 0.39013 1.09320 0.73798 1.20575 0.63715 0.36987 0.41703 0.03446 9
-0.29351 -0.41511 -1.88266 -0.38817 -1.01865 -0.37234 -0.34630 -1.09423 -0.88247 -1.60740 -0.29351 -0.74484 -1.35136 -0.86362 -1.32609 -1.62400 -0.95595 -1.22523 -1.33511 -1.32889 -0.29351 -1.08446 -0.32503 -1.25467 -1.14845 -1.41673 -1.16803 -1.09439 -1.18379 -0.41415 -0.29351 -0.67574 -1.41689 -0.76652 -1.48952 -1.62939 -0.82546 -1.34471 -1.43442 -1.39881 12
-0.40168 -1.07199 -1.87947 -0.78351 -1.20514 -0.66450 -0.65092 -1.25259 -1.00533 -1.27992 -0.40168 -1.32370 -1.65423 -1.44650 -1.81804 -1.71224 -1.27309 -1.61071 -1.58322 -1.41789 -0.40168 -1.41784 -0.58946 -1.54944 -1.50305 -1.65934 -1.30851 -1.39690 -1.49661 -0.61026 -0.40168 -0.99845 -1.40176 -1.14124 -1.54157 -1.52373 -1.27033 -1.49627 -1.62800 -1.60264 12
0.83736 1.40468 0.76196 1.52335 1.32942 1.30867 1.43147 1.26759 1.23589 0.70027 0.83736 0.70473 1.02412 0.72672 0.63657 0.40541 1.29981 0.84354 0.92450 1.11704 0.83736 0.57344 2.65359 1.79136 1.73568 1.38313 1.98403 1.86942 2.22552 2.71139 0.83736 1.44570 1.84604 0.71848 1.18556 0.85943 2.36180 1.81922 1.49414 2.01452 13
0.37026 -0.38105 -0.37053 -0.06669 -0.32356 -0.26447 -0.40623 -0.55128 -0.21730 -0.55762 0.37026 -0.35083 -0.25567 -0.12242 -0.26020 -0.28156 -0.46490 -0.52279 -0.43570 -0.51932 0.37026 -0.15640 -0.16090 -0.18516 -0.25405 -0.01283 -0.15832 -0.22773 0.00016 0.01178 0.37026 -0.56464 -0.54516 -0.44731 -0.54232 -0.26758 -0.68529 -0.74318 -0.76929 -0.65467 9
-0.05258 0.26123 0.79067 0.70226 0.86319 0.56705 0.53759 0.89205 0.83340 0.76455 -0.05258 0.97713 1.53485 0.69793 1.02603 0.85919 1.38677 1.42604 1.05299 1.55340 -0.05258 1.37085 2.43475 1.87450 1.80266 1.31154 1.82599 2.31093 1.88894 2.58575 -0.05258 1.29228 2.04279 0.92665 1.52385 1.46403 1.82552 1.87132 1.66291 2.16011 13
-0.21975 -0.32266 -1.63063 -0.37080 -0.88303 -0.06671 -0.31135 -0.92682 -0.76384 -1.56761 -0.21975 -0.81295 -1.41965 -0.80605 -1.40296 -1.41602 -0.97130 -1.34515 -1.40157 -1.44372 -0.21975 -1.22412 -0.47396 -1.40206 -1.38485 -1.68320 -1.22510 -1.25382 -1.35406 -0.46930 -0.21975 -0.55406 -1.18685 -0.59304 -1.18767 -1.36525 -0.74014 -1.13157 -1.27062 -1.28881 12
-0.65735 1.08841 1.51483 0.60669 0.59194 0.36479 0.83721 1.09565 0.78680 1.54193 -0.65735 1.43438 1.23197 0.16542 0.99529 0.22894 1.68344 1.32325 1.29224 1.56488 -0.65735 0.45180 -1.05449 0.58580 -0.01371 0.50817 0.58360 -0.28496 0.02392 -1.04844 -0.65735 0.08078 -0.40593 0.42009 -0.05830 -0.51999 0.44823 -0.04693 0.16885 -0.10789 7
-0.66227 -0.36159 -0.11851 -0.28391 0.12995 0.27040 -0.56104 -0.20742 -0.16646 -0.54538 -0.66227 -0.80322 -0.62090 -0.53260 -0.42931 -0.04207 -0.73089 -0.53136 -0.40468 -0.54516 -0.66227 -1.07094 -0.52867 -1.09216 -0.99479 -1.07868 -1.02755 -0.92269 -0.93037 -0.51833 -0.66227 -1.03548 -0.68137 -0.87755 -0.65161 -0.19714 -0.88030 -0.70056 -0.55089 -0.45084 3
-0.50984 0.75267 0.16860 0.69357 0.96068 0.87269 0.53759 0.60700 0.53683 -0.39235 -0.50984 0.42746 0.34414 0.74111 0.66732 0.36129 0.33305 0.57798 0.46815 0.25005 -0.50984 -0.60241 -0.13051 -0.64622 -0.40378 -0.54973 -0.68074 -0.46483 -0.55816 -0.34367 -0.50984 -0.47471 -0.62083 -0.30159 -0.43823 -0.19127 -0.43543 -0.34059 -0.20343 -0.25349 3
-0.56393 0.15905 0.18136 0.20266 0.63432 0.70638 -0.13657 0.20884 0.09198 -0.52396 -0.56393 -0.30705 -0.22301 0.13664 0.21637 0.41802 -0.26541 0.02545 0.06053 -0.21502 -0.56393 -0.75108 -0.34934 -0.73692 -0.54956 -0.54575 -0.72903 -0.55886 -0.57400 -0.35899 -0.56393 -0.56993 -0.66018 -0.21138 -0.46425 -0.30280 -0.27088 -0.36427 -0.19350 -0.29878 3
-0.86877 -1.01360 -1.86351 -0.82261 -1.22634 -0.71844 -0.92058 -1.34308 -1.24683 -1.79103 -0.86877 -1.39667 -1.58891 -1.49687 -1.68480 -1.81308 -1.46747 -1.60643 -1.71614 -1.64468 -0.86877 -1.52596 -0.57122 -1.61747 -1.45577 -1.59968 -1.64655 -1.49093 -1.51641 -0.65622 -0.86877 -1.05665 -1.40781 -1.05797 -1.38544 -1.60004 -1.06922 -1.26893 -1.40960 -1.35352 12
0.22276 0.97649 -0.45986 0.57628 0.08333 0.40524 0.21299 -0.02644 0.12587 -1.00141 0.22276 0.58798 -0.10720 0.46766 -0.10647 -0.23114 -0.22449 -0.20155 -0.18758 -0.40736 0.22276 -0.40869 0.87250 -0.33633 0.35666 0.28148 -0.28563 0.33233 0.40009 0.98009 0.22276 -0.07264 -0.40290 -0.14893 -0.13637 -0.85457 0.34463 0.05253 -0.04956 -0.04966 14
-0.06733 -0.94061 -0.50133 -0.61408 -0.70077 -0.51168 -0.60598 -0.51961 -0.31475 -0.13526 -0.06733 -0.65729 -0.05375 -0.33830 -0.13722 0.43692 -0.53140 -0.24438 -0.13885 -0.08296 -0.06733 -0.34561 -0.32503 -0.24563 -0.25405 -0.17986 -0.21100 -0.26861 -0.22554 -0.24255 -0.06733 -0.91910 -0.76915 -0.92612 -0.87540 -0.47890 -1.04485 -1.04158 -1.01251 -0.92645 9
-0.34759 -0.74112 -1.70720 -0.64883 -1.00170 -0.48471 -0.59100 -1.06256 -0.95026 -1.40846 -0.34759 -1.17291 -1.41965 -1.32417 -1.43883 -1.40341 -1.27309 -1.38370 -1.42815 -1.36621 -0.34759 -1.22412 -0.50131 -1.46630 -1.42031 -1.82240 -1.38315 -1.38464 -1.60352 -0.76653 -0.34759 -0.79213 -1.33214 -0.83591 -1.35421 -1.49438 -1.00828 -1.34945 -1.50888 -1.50882 12
-1.35553 -2.52685 -1.79652 -2.64724 -2.52329 -2.71408 -2.59349 -2.49232 -2.59410 -1.80634 -1.35553 -1.61556 -1.75816 -1.85668 -1.86416 -1.96434 -1.66184 -1.66211 -1.72057 -1.58152 -1.35553 -0.91777 -1.25509 -0.85785 -1.00661 -0.78040 -0.95731 -0.91452 -0.95017 -1.20472 -1.35553 -1.89782 -1.52586 -2.08497 -1.91108 -1.79962 -1.95897 -1.80414 -1.91093 -1.57676 4
-0.89335 -1.76292 -0.73102 -1.56984 -1.10342 -1.03756 -1.68463 -1.29331 -1.11973 -0.66168 -0.89335 -1.70798 -0.85251 -1.79911 -1.05449 -0.42652 -1.64138 -1.24664 -1.05598 -0.88105 -0.89335 -1.43586 -0.66240 -1.42473 -1.27059 -1.36503 -1.48851 -1.36011 -1.35802 -0.80637 -0.89335 -1.81846 -1.02643 -1.99476 -1.45309 -1.04240 -1.87975 -1.51522 -1.47909 -1.20792 9
0.94553 1.65770 0.18455 1.04112 0.65975 0.39625 0.74732 0.44412 0.19790 -0.34950 0.94553 1.10360 0.27881 0.92101 0.34448 -0.04837 0.08241 0.10255 -0.03694 -0.21502 0.94553 0.07336 0.92417 -0.05667 0.38424 0.34909 0.11825 0.43862 0.45949 1.04444 0.94553 0.35588 0.02086 0.26049 0.20192 -0.17953 0.70419 0.34619 0.31776 0.33859 14
0.16867 -0.25941 -0.36096 0.50242 0.07061 0.35580 0.58253 -0.18932 0.32923 0.12795 0.16867 -0.44812 0.02048 -0.10083 -0.18846 0.29827 -0.23984 -0.28722 -0.10340 -0.09732 0.16867 0.21753 0.51081 0.15119 0.41970 0.46045 0.18849 0.39774 0.41197 0.22628 0.16867 0.66802 0.21155 0.64908 0.44653 0.14918 0.28369 0.25146 0.37732 0.09594 8
0.58168 0.85972 0.56737 0.61972 0.63856 0.73335 0.63247 0.81966 0.82069 0.74312 0.58168 0.64149 0.61732 0.76990 0.73394 0.99785 0.34328 0.54372 0.60107 0.64335 0.58168 0.77617 0.33148 0.56312 0.62458 0.66328 0.58799 0.59805 0.50304 0.04549 0.58168 0.39292 1.07723 0.41315 0.92013 1.31141 0.22884 0.70616 0.72478 0.87890 10
-0.70652 0.68455 1.49569 0.78915 1.04968 0.91763 0.90213 1.29926 1.33757 1.68884 -0.70652 0.60258 0.93801 0.51803 0.96454 0.48104 0.96733 1.13479 1.00868 1.10842 -0.70652 -0.17892 -0.08188 -0.10580 0.15571 0.15421 -0.28124 0.08296 0.17043 -0.13224 -0.70652 0.40350 1.07117 0.28131 1.13352 0.75964 0.70419 1.24611 1.23107 1.23156 6
-0.78519 -1.82131 -1.63702 -1.90001 -1.96382 -1.95897 -1.75953 -1.84983 -1.93741 -1.57067 -0.78519 -1.50854 -1.47904 -1.59762 -1.63356 -1.56728 -1.38051 -1.50363 -1.61424 -1.48679 -0.78519 -0.91777 -1.12743 -0.92588 -1.18391 -1.14629 -0.87390 -1.01672 -1.14420 -1.11279 -0.78519 -1.41639 -1.17777 -1.50902 -1.39064 -1.18915 -1.47144 -1.38260 -1.43442 -1.26616 4
0.97994 1.35116 0.26749 0.79784 1.03697 0.67492 0.70238 0.86490 0.48599 -0.59435 0.97994 1.06955 0.47182 1.01456 0.85180 0.40541 0.49674 0.63366 0.51245 0.13235 0.97994 0.31214 0.85426 0.46486 0.82946 0.94167 0.42995 0.76157 0.92673 1.01073 0.97994 0.32414 -0.26972 0.13558 -0.05830 -0.37911 0.59449 0.23725 0.37236 0.36771 14
1.33887 -0.14749 -0.62893 -0.70966 -1.08223 -1.30724 -0.36129 -0.80918 -1.08159 -0.60659 1.33887 -0.29733 -0.70998 -0.51821 -0.93151 -0.72904 -0.73089 -1.09673 -1.21105 -1.02459 1.33887 0.39773 -0.16698 0.06427 -0.26193 -0.49405 0.28069 -0.11735 -0.36413 -0.27013 1.33887 0.32414 0.19641 0.58663 0.43092 0.99444 0.44214 0.17568 0.19863 -0.04319 2
0.86194 0.55317 0.19093 0.44160 0.28253 0.49963 0.85719 0.48484 0.43515 0.44625 0.86194 0.59285 0.65295 0.55401 0.60070 0.72684 0.40978 0.47090 0.55233 0.58307 0.86194 1.01944 0.82387 1.01662 1.18801 1.17632 0.84261 0.97824 1.11680 0.78397 0.86194 0.90079 1.11960 1.14177 1.31047 1.63425 0.80779 1.01403 1.08216 0.94684 10
-1.30145 -1.16930 -0.38329 -0.94425 -0.34051 -0.22402 -1.21521 -0.73227 -0.58166 -0.61271 -1.30145 -1.73717 -0.95643 -1.92144 -1.05962 -0.56518 -1.71811 -1.19096 -1.00281 -0.91262 -1.30145 -1.81880 -0.92987 -1.81399 -1.67248 -1.82240 -1.85727 -1.65853 -1.69856 -0.94732 -1.30145 -1.58039 -0.73585 -1.66862 -0.97949 -0.49651 -1.66645 -1.08894 -0.87353 -0.63203 3
-0.19517 0.34881 0.30577 0.41119 0.50293 0.62098 0.40775 0.34910 0.37160 0.32994 -0.19517 0.33990 0.59059 0.74111 0.77493 0.77096 0.57346 0.76644 0.83589 0.78115 -0.19517 0.17248 0.14000 0.32125 0.39212 0.60760 0.22801 0.28736 0.51096 0.23241 -0.19517 -0.03560 0.28117 0.06619 0.31642 0.36636 -0.02102 0.22778 0.27805 0.28682 10
-0.61801 -0.01125 0.90871 0.27217 0.45207 0.65694 0.14308 0.52103 0.69359 1.24812 -0.61801 0.43232 0.70640 0.41729 0.53921 0.42432 0.67065 0.75359 0.68082 0.94766 -0.61801 0.08237 -0.13659 0.15497 0.30938 0.43261 0.06557 0.31598 0.36841 -0.07708 -0.61801 0.08607 0.97129 -0.01708 0.91493 0.93574 0.28369 0.91930 0.93821 1.12155 6
-0.61801 -1.72400 -1.35628 -1.93042 -1.89176 -2.11629 -1.80947 -1.81816 -2.01367 -1.48192 -0.61801 -1.06103 -1.53843 -1.18744 -1.53619 -1.63030 -1.21683 -1.39655 -1.50347 -1.49253 -0.61801 -0.80964 -1.21557 -0.93344 -1.28635 -1.40480 -0.85195 -1.04124 -1.28675 -1.23230 -0.61801 -1.64388 -1.48651 -1.89761 -1.96313 -1.83483 -1.69083 -1.84677 -2.03999 -1.66411 4
0.03100 -1.05252 -1.14254 -1.38303 -1.55693 -1.93200 -1.14031 -1.31593 -1.59847 -1.13913 0.03100 -0.92482 -1.33948 -1.03632 -1.52082 -1.68703 -1.02757 -1.39227 -1.60538 -1.46956 0.03100 -0.21046 -0.91163 -0.42325 -0.80172 -0.85994 -0.30758 -0.55477 -0.78386 -0.85846 0.03100 -0.54877 -0.92352 -0.69019 -1.00031 -1.10110 -0.80108 -0.98948 -1.22098 -1.20469 4
2.69099 1.73069 1.21177 1.49294 1.11750 1.20529 1.55132 1.13637 1.14692 0.99103 2.69099 1.05982 0.52230 1.30241 0.32398 0.65751 0.65019 -0.02166 -0.06796 -0.03416 2.69099 1.91597 1.10653 1.48524 1.24711 0.96156 2.05427 1.48106 1.12868 0.99234 2.69099 2.04880 0.88653 2.14102 1.08147 0.73030 1.80723 0.98561 0.76449 0.60066 8
