FLength FWidth FSize FConc FConc1 FAsym FM3Long FM3Trans FAlpha FDist Class
-0.72230 -0.27287 -0.32061 0.46044 0.35059 0.19884 -0.40094 0.34943 0.46088 0.17975 2
0.16206 1.46086 0.75983 -0.60461 -0.66291 -0.50085 0.51508 1.12995 1.95797 1.64123 2
-0.48968 -0.30963 -0.06500 -0.24685 0.26915 0.39845 0.26188 0.35837 -0.81081 -0.42786 2
-0.39721 -0.37273 0.19231 -0.37431 -0.41044 -0.08405 -0.49079 -0.46875 -0.96716 -0.20911 1
-0.59281 -0.26343 -0.18074 -0.14730 -0.31905 0.50555 0.28326 0.60215 -0.08612 -1.84981 1
-0.25335 0.37376 1.29348 -1.11498 -1.04931 0.61783 0.29914 -0.54130 -0.60356 -1.45218 1
-0.49703 -0.36870 -0.04066 -0.30101 -0.32267 -0.01120 -0.39759 -0.47709 -0.30801 -0.51065 1
0.38657 0.04949 0.09857 0.10324 0.17956 0.01072 1.11854 1.18607 -0.74282 1.77145 1
1.63356 4.88708 2.77512 -1.80039 -1.54792 -2.07370 -1.82526 4.70483 1.54707 1.44010 2
-0.80458 -0.80561 -1.31662 2.13816 2.11426 0.12173 -0.37800 0.17774 -0.64421 -0.45507 1
4.00153 0.14579 0.10894 -0.29226 -0.44573 2.26742 4.33149 0.69192 -0.28685 -1.53924 2
1.27436 2.28852 3.37035 -1.74241 -1.65922 0.40547 1.37665 2.23337 -1.02754 1.23763 1
-0.57537 -0.62716 -0.60247 0.36307 0.31349 0.17827 0.23508 -0.54292 -0.72634 -0.01950 1
0.44284 0.15168 0.88192 -0.52584 -0.49279 -0.27059 -0.95415 0.59719 -0.89154 1.66996 1
-0.46567 -0.18636 0.28012 0.00751 -0.18059 0.61324 0.18460 -1.14711 -0.73400 0.60672 2
1.02065 -0.06377 0.41851 -0.80372 -0.77060 -2.66843 1.48087 0.76888 -0.99149 0.57931 1
2.80887 -0.10838 0.16057 -0.50122 -0.18693 2.17772 2.00788 -1.04160 0.05017 0.22791 2
-0.51795 -0.05688 -0.29183 -0.06798 -0.24032 0.84512 -0.61223 0.42453 -0.33959 0.79217 2
-0.60508 -0.56676 -0.77365 0.17982 -0.01047 -0.07559 -0.38924 0.28773 -0.90868 0.09961 1
0.58492 0.23598 0.94074 -1.02800 -0.99683 1.08033 0.81826 -1.14456 -1.04063 0.70345 1
-0.51457 0.00444 0.14660 -0.23154 -0.30909 0.31782 0.15026 -0.84772 -0.70959 0.65132 1
-0.43338 -0.35288 -0.23343 -0.11830 -0.18874 -0.07156 -0.45485 -0.70185 2.38082 0.38339 2
-0.73731 -0.84974 -1.45310 1.93740 1.97310 0.45643 0.05962 0.30730 0.84949 -0.98841 1
-0.52383 -0.28749 -0.47635 -0.07400 -0.02133 0.30472 0.21941 0.72914 -0.60841 0.22481 1
-0.78391 -0.81796 -1.45310 2.13652 1.57856 0.44752 0.03146 0.23650 0.48264 -1.36789 1
-0.47421 -0.67590 -0.72392 0.47467 0.60306 0.48381 0.25051 -0.37974 1.88423 0.36251 2
0.18200 0.11913 0.38402 -0.67900 -0.63667 -1.13740 0.40774 0.93303 -0.48264 1.05433 1
-0.37949 -0.54038 -0.13990 0.34010 0.90349 0.64198 0.43115 -0.49115 -0.83150 0.09914 1
-0.25828 -0.25697 0.50358 -0.74136 -0.81132 0.04544 -0.56790 -0.36420 -1.02066 -0.20711 1
-0.80875 -0.31092 -0.84835 0.68035 0.66459 0.28386 0.15263 0.59566 0.15936 -1.26031 1
-0.74390 -0.63478 -1.17548 1.06654 0.70893 0.36920 0.12435 -0.24084 0.51756 -1.51993 1
-0.78013 -0.51059 -0.91289 0.63823 0.78133 0.32450 0.06708 -0.26235 0.35272 0.16924 1
-0.63502 -0.52536 -1.05572 1.56160 1.81383 -0.22599 -0.83617 0.40488 2.04745 -1.14025 2
2.06653 3.56471 1.38299 -0.78841 -0.71721 -2.56741 -2.17661 -5.44828 0.30220 1.53174 2
-0.16431 -0.53319 0.08482 -0.34915 -0.43035 -1.32001 0.52257 -0.33182 -0.65156 1.15592 1
-0.68929 -0.21104 -0.24486 -0.08275 -0.07743 0.35450 -0.13056 -0.66637 2.36967 -1.68205 1
-0.80622 -0.32763 -1.01911 1.14477 1.81293 -0.23909 -0.48343 0.61637 2.02536 -1.50542 1
-0.02528 -0.88131 0.37386 -0.30484 -0.59414 -0.33253 -1.07424 0.25159 2.35544 -0.14888 2
-0.79410 -0.50845 -0.95859 0.68363 0.76685 -0.18818 -0.45708 -0.17092 -0.89713 0.63701 1
-0.74705 -0.56076 -0.60649 1.27605 0.87272 0.19732 0.20534 -0.30100 0.76749 -0.84879 2
-0.71651 -0.73543 -0.38028 0.90462 1.91699 0.29580 0.28800 -0.09578 0.50952 -1.26032 2
-0.50442 -0.86015 -0.42451 0.68691 0.66097 0.15977 0.10308 -0.33259 0.97130 -1.68079 2
1.60786 0.66527 0.55373 -1.10404 -1.13075 -3.11669 1.60904 -0.47787 -0.98796 0.49702 2
0.29994 -0.07793 -0.16826 -0.42901 -0.56880 1.12428 0.89147 -0.82784 -0.90008 0.84570 1
1.26337 0.38202 1.03173 -1.31190 -1.36875 -1.99224 1.27865 -1.06050 0.07421 0.50439 2
-0.28610 -0.43688 -0.21587 0.06221 0.17232 0.61817 0.25412 -0.48365 -0.82787 -0.41282 1
-0.43386 -0.18505 -0.39361 -0.30921 -0.35253 -0.35635 0.04243 -0.57186 -0.09603 -0.30316 1
-0.75998 -0.64660 -0.63336 1.44125 1.09171 -0.16372 0.09455 0.41415 0.77031 -0.34498 2
-0.39024 -0.23423 -0.04553 -0.41205 -0.51270 0.24697 0.51871 -0.53346 -0.81584 -1.67593 1
2.70514 -0.51559 -1.01911 0.49983 0.21214 -1.64593 -2.89688 -0.46655 1.76626 -1.72456 1
2.13569 4.37032 2.71735 -1.61441 -1.54701 -1.48640 1.45860 -6.04458 0.26757 0.94789 2
0.54017 0.08806 1.10939 -0.86171 -0.92443 0.60897 0.91984 0.66432 -1.03708 0.96509 1
-0.80477 -0.82506 -1.27726 2.42042 1.83465 -0.27019 -0.45623 0.12309 0.52451 0.03628 1
1.35205 2.08725 1.08167 -0.07017 0.06826 -0.91151 -2.64835 2.31712 -0.49721 3.40174 2
-0.50631 -0.73804 0.05794 0.03486 0.32344 0.25983 -0.31864 -0.14634 -0.30851 -1.00303 2
0.09301 0.72653 -0.22708 -0.80208 -0.85928 -0.74622 -1.27119 1.54183 0.65457 -1.21535 2
-0.76336 -0.69123 -1.28552 1.33404 1.53964 0.03603 0.06866 -0.46165 -1.05372 -1.17675 1
0.92372 1.16984 0.80024 -1.09638 -0.86290 -0.38169 1.06470 -1.70874 0.76824 1.90210 2
-0.74868 -0.90584 -0.35426 2.49372 3.10605 -0.15715 0.02763 -0.50090 -0.92891 -0.13149 2
-0.76397 -0.82383 -1.24997 1.90677 1.56679 -0.31765 -0.43965 -0.30224 -0.74112 -0.78382 1
0.46507 0.45737 1.59692 -1.33597 -1.30812 0.31568 1.11590 0.67797 -1.03221 0.02584 1
0.29105 0.42005 0.35736 0.21100 -0.01047 0.20244 -1.09122 0.95075 -0.42178 3.21057 2
-0.92254 -0.54057 -0.87310 1.10538 1.55141 0.31883 0.12394 -0.75208 -0.17726 0.37091 2
-0.26501 0.35500 0.45575 -1.05863 -0.98235 0.62459 0.32828 0.95580 -0.44308 -0.89873 1
0.05723 0.00025 -0.96642 0.73067 0.55691 -0.68440 -0.69649 0.47369 -0.88071 1.92805 1
-0.77770 -0.70816 -1.09063 1.29793 1.22926 0.47559 0.00237 0.15491 -0.21870 -1.49673 1
-0.28643 -0.41010 -0.24592 -0.20911 -0.18240 0.60338 0.41275 0.42827 -0.76684 0.35671 1
-0.77805 -0.71261 -1.10883 1.47517 1.92604 0.03782 0.05466 0.45402 1.67432 0.15642 1
-0.01285 -0.09663 -0.37690 0.31220 0.57772 -0.92159 -0.80372 0.88181 -0.97375 1.18547 1
0.11612 -0.66553 0.00229 -0.23537 -0.39596 0.32638 0.73758 -0.47559 -0.89357 -0.94883 2
1.38701 1.51581 3.15854 -1.68771 -1.59226 -1.04293 1.49669 1.23308 -0.95916 1.36518 1
-0.73969 -0.60721 -1.05085 1.07858 1.13786 0.33699 0.16210 0.21407 1.54658 -0.96674 2
-0.70239 -0.61335 -0.34833 1.06435 1.19216 0.06109 -0.63657 0.42082 2.11924 -2.04248 2
-0.63340 -0.76535 -0.88368 1.28098 2.28982 0.15489 0.26980 0.46903 -0.77655 -0.91772 1
0.83703 0.00407 -0.01167 -0.79606 -0.86652 -2.56081 1.27897 0.41728 -1.04052 0.14461 1
-0.63592 -0.55020 -0.72096 0.96863 0.83200 0.45304 0.25967 0.44327 -0.50085 0.16404 1
-0.82669 -1.20906 -1.22881 2.47020 3.75487 0.05584 -0.11573 -0.01200 1.98539 -0.47189 2
-0.62181 -0.59046 -1.03583 0.67378 0.46099 -0.31957 0.03458 -0.54050 0.27875 -0.34690 1
-0.21969 0.41129 0.77548 -1.16530 -1.18233 0.45481 0.25907 0.96238 -0.35532 -0.89861 1
-0.17413 -0.59400 -0.54957 0.01845 0.03930 0.80700 -0.58608 0.13042 -0.88148 -0.01730 1
-0.47376 0.15194 0.60705 -0.85405 -0.74074 -0.20226 -0.76913 -0.58228 1.55624 -1.91348 2
-0.70163 -0.15450 -0.38515 -0.11393 0.16780 0.39060 0.06037 -0.23355 0.94092 -1.64393 1
0.21149 0.16304 1.07786 -1.15819 -1.16062 0.18227 0.87198 0.68359 -0.82168 0.31150 1
-0.18160 -0.29101 0.21432 -0.57671 -0.67196 0.64510 0.26581 -0.50931 -0.92969 0.27221 1
-0.27078 -0.63537 -0.24232 0.44403 0.85101 0.85107 0.34595 0.32345 -0.98651 0.14619 1
-0.52080 -0.32310 -0.61432 0.34721 0.73970 0.44841 0.16140 0.70774 -0.93230 -0.54697 1
0.57695 0.80158 1.48350 -1.01159 -0.85204 -0.65933 1.07946 1.73630 -0.90599 1.39409 1
1.47161 -0.35037 -0.06584 -0.27256 -0.10730 1.83623 1.37730 -0.55681 1.02242 0.53869 2
-0.76372 -0.63373 -0.94886 1.32091 0.88992 0.36528 0.12631 -0.24312 0.85819 -0.47347 1
0.05424 -0.17678 0.85759 -0.91860 -0.97601 0.52528 0.69223 0.32917 -0.83668 0.55970 1
-0.84521 -0.30259 -0.92283 2.26452 2.00748 -0.28495 -0.40805 -0.72892 -0.89817 0.08026 2
-0.42170 -0.62361 -0.40293 -0.32070 -0.35343 0.09134 -0.42710 -0.53793 -0.31962 0.24377 2
-0.68082 -0.14671 0.35207 -0.11119 0.04654 0.23557 0.09329 0.37001 -0.27425 -1.37509 1
0.52748 -0.50007 0.02197 -0.54608 -0.28375 -1.85017 0.67070 -0.37662 -0.82959 0.72880 1
-0.15227 0.31987 0.82288 -1.10787 -1.06017 0.46429 0.48302 0.87720 -0.34459 -0.51115 1
-0.84625 -0.60268 -0.86760 0.92815 0.54605 0.05629 -0.08594 -0.00264 0.22668 0.31093 1
-0.95119 -0.60623 -1.40740 1.97022 2.15951 -0.16610 -0.06827 -0.39846 1.34008 -0.23180 2
-0.46991 -0.75313 -0.91289 0.63823 0.48904 0.06898 -0.01013 -0.14599 1.29653 0.21736 2
0.22586 0.56183 1.84069 -1.38466 -1.33888 -0.16248 0.94326 0.57550 -0.61728 -0.34356 1
-0.72313 -0.51692 -1.15580 1.08624 0.89173 0.36055 -0.00687 0.42312 0.26633 -0.21120 1
2.61955 2.06979 1.47927 -1.33269 -1.31626 2.19275 2.29226 1.34794 0.63479 1.00618 2
-0.69525 -0.52663 -0.60247 0.33135 0.31349 -0.22166 -0.50280 -0.38315 -0.88541 -0.43849 1
-0.57459 -0.33464 -0.81936 -0.02422 -0.20865 -0.52893 -0.43434 -0.41726 -0.33715 0.35765 1
-0.34988 -0.49139 -0.35341 -0.01273 -0.18240 -0.03137 0.15867 0.38949 -0.62974 -0.43560 1
-0.28937 -0.08890 0.62990 -0.49301 -0.62219 0.70167 0.37216 -0.55787 -0.54199 -0.49490 1
-0.55108 0.02722 0.16522 -0.67900 -0.74888 0.20553 -0.49898 -0.73396 -0.01742 -1.03884 1
-0.81530 -0.23960 -0.10139 0.33244 0.69355 0.13011 -0.04824 0.50315 0.37242 0.31338 2
-0.42873 0.22435 0.43121 -0.70854 -0.65929 0.21120 0.13137 0.52988 -0.46407 -0.36777 1
-0.09382 -0.41831 -0.15683 -0.36228 -0.50546 0.41442 0.54045 -0.54712 -0.98306 -0.21932 1
0.14392 0.21987 1.85402 -1.15983 -1.10451 0.62806 0.68558 0.70143 -1.00968 0.35339 1
-0.08396 -0.42217 0.21664 -0.69651 -0.79232 -0.40647 -0.84523 -0.36630 -0.94743 -0.07549 1
-0.82913 -0.36044 -0.59442 0.74818 1.17315 0.09247 -0.41163 0.47149 0.34631 -0.04069 1
-0.77567 -0.70900 -0.83629 1.33568 1.30346 -0.32492 -0.42577 -0.13780 -0.76784 0.59403 1
0.30735 -0.05675 0.59541 -0.80427 -0.84842 -0.52299 0.97143 0.76292 -0.82932 1.51684 1
-0.25969 -0.33786 -0.77534 0.31329 0.21666 0.21630 0.20812 0.18972 1.30257 -0.89746 2
0.91445 0.28363 0.80892 -1.28127 -1.26920 1.11895 1.63090 0.54284 0.23912 0.39111 2
-0.81933 -0.65332 -1.25272 1.11851 1.25912 0.43758 0.02515 -0.01199 1.87235 -1.35512 1
0.33582 0.41817 2.15767 -1.30425 -1.21039 0.82718 0.83605 0.38880 -0.87017 0.39826 1
-0.64895 -0.25125 -0.82782 0.01517 0.30715 0.02233 -0.67666 0.69615 0.08391 -0.22658 1
-0.93977 -0.64959 -1.21844 2.32633 2.00839 0.31465 -0.10584 0.55396 0.58983 -2.02537 1
1.06452 1.07319 0.31969 -0.20802 -0.32176 -1.04886 -1.92875 -1.57144 -0.02849 2.00754 2
-0.48495 -0.27161 -0.51761 0.14809 -0.00414 0.86185 0.05019 0.72490 0.48751 -1.25885 1
-1.05395 -0.77386 -0.84877 1.22791 0.89806 0.25902 -0.21290 0.25903 0.00710 -0.70285 2
-0.70259 -1.20906 -1.23939 1.95545 1.47359 0.02351 0.04992 -0.01199 -0.31815 0.55565 1
-0.20358 -0.26100 -0.08552 -0.58929 -0.67196 0.24285 0.51512 0.62226 -0.31655 -0.24629 1
-0.63414 -0.49970 -0.33944 1.01458 0.96322 0.22444 -0.23527 -0.43656 0.99025 0.31329 2
-0.73495 -0.59803 -1.30816 1.01129 0.67093 0.28129 0.17728 0.42736 1.70970 0.10645 1
-0.54704 -0.56249 -0.31490 0.23671 0.29810 -0.01012 -0.31322 -0.40407 0.01494 -0.56352 1
-0.85913 -0.60352 -1.05953 1.31598 1.03832 0.14336 -0.37764 0.29766 -0.87234 0.60763 1
-0.84970 -0.63453 -0.78000 1.61083 1.17406 0.42305 0.00180 0.32931 -0.96107 -0.92674 1
-0.07611 0.07244 0.23802 -0.46949 -0.53713 0.15359 -0.57837 0.56516 -0.69540 0.95785 1
-0.57083 -0.89161 -0.64500 1.22956 1.06004 0.11265 0.44292 0.67462 1.21482 0.82524 2
-0.50156 -0.00470 -0.44461 -0.59367 -0.52537 -0.25923 -0.70209 -0.53695 -0.30915 -0.48145 1
-0.94986 -0.55787 -0.86612 1.90567 1.67267 0.18563 -0.00443 0.22170 1.40126 -0.82667 2
0.17488 0.09954 0.72428 -0.74464 -0.75159 -0.73815 -1.32135 0.94533 1.56692 -1.60121 2
-0.06084 0.18292 0.53172 -1.07450 -0.80227 0.19166 0.20334 -0.48275 1.15509 0.65955 2
-0.41096 -0.33032 -0.53920 0.79686 0.84196 -0.54273 -0.54140 -0.61899 1.66054 -0.35908 2
-0.65805 -0.21874 -0.65685 1.37287 1.15596 0.24111 0.09372 -0.43085 0.02885 -1.14078 2
-0.85737 -0.59413 -0.87480 1.05724 1.05642 0.05231 -0.09301 0.27613 -0.34989 -0.05057 1
-0.56459 -0.51750 -0.57750 0.14427 0.15151 0.07507 -0.47845 -0.42881 0.03248 -0.31388 1
-0.11546 -0.02932 -0.14075 0.08464 0.03749 0.62824 0.93525 -0.79723 0.51939 -0.60380 1
-0.36698 -0.34569 -0.14075 -0.01054 -0.13535 0.36657 0.25357 -0.52517 -0.97189 -0.52409 1
-0.06864 -0.69993 -0.55464 -0.08986 -0.24665 -0.16059 0.52032 0.29499 -0.72274 0.67455 1
-0.83725 -0.38585 -0.55464 1.04740 1.04104 -0.05571 0.10009 0.55693 0.10834 -1.24087 1
2.06138 0.63753 0.36159 -0.89836 -0.94163 2.20326 2.01849 -0.40510 2.28714 -1.07273 2
0.84809 0.47346 1.05057 -0.88030 -0.81765 -0.46047 0.80277 -0.69096 -0.93571 1.40950 1
1.72664 1.88279 0.91980 -1.40654 -1.38232 1.41261 2.06263 -1.87242 -0.89591 -2.15380 2
-0.57989 -0.75692 -1.37926 0.92979 0.94240 0.31669 0.17191 0.10518 -1.00312 0.77911 1
0.22990 -0.00535 0.62228 -0.84530 -0.88643 -1.37570 0.73517 0.91236 -0.76596 0.69823 1
-0.83814 -0.61852 -0.79947 1.06490 0.69174 0.02991 -0.03643 -0.24786 0.30327 -0.51188 2
-0.86916 -0.41885 -0.80179 0.13168 0.35964 -0.31856 -0.51489 0.56286 0.04265 -1.01751 2
-0.80692 -0.67498 -1.02123 1.35099 1.32789 -0.29630 -0.44320 0.22497 2.25264 -1.20659 2
-0.81053 -0.35782 -1.10883 1.36576 0.93064 -0.36156 0.05285 0.65984 0.75820 0.23010 1
-0.67854 -0.33887 -0.48228 0.67214 0.97498 0.33079 0.17080 0.44890 -0.50962 -1.70651 1
3.55285 4.52976 1.59967 -1.50500 -1.44476 -2.45124 -2.02786 -5.85362 0.20086 1.04432 2
-0.95039 -0.63772 -1.36402 2.07197 2.68707 -0.14116 -0.29882 0.21695 2.22270 -0.77703 1
-0.95252 -0.58749 -1.51531 1.96366 1.47268 0.32733 -0.29227 0.55008 -0.28089 -1.75353 1
-0.43341 0.19116 0.13518 -0.40932 -0.05662 0.23450 0.58829 -1.03644 -0.39693 -0.15377 2
0.91810 1.61822 2.53220 -1.39833 -1.37598 0.18681 0.32412 1.58362 -0.90782 1.92918 1
0.92823 0.53275 0.48305 -0.73042 -0.44121 -0.48802 1.16613 1.34945 -0.63283 1.86052 1
-0.60486 -0.75680 -1.34307 1.16610 1.29803 -0.16119 -0.59914 -0.26285 0.72108 -1.42087 1
-0.65063 -0.35901 -0.68986 0.15630 0.16599 0.16592 0.17965 0.40909 -0.99874 -0.39896 1
-0.79613 -0.80635 -1.54430 2.04954 1.94595 0.11434 -0.37932 0.21090 0.41655 -0.40606 1
-0.55119 -0.56779 -0.11536 0.62893 0.85915 0.54649 0.26230 0.41814 -0.27528 1.13490 2
0.57329 0.23714 1.04633 -0.81466 -0.67377 -0.69939 1.33484 -0.53528 -1.02240 1.21605 1
0.03653 -0.14178 0.49680 -0.69322 -0.50365 0.46455 0.68436 0.60113 -0.95180 0.74059 1
-0.63089 -0.29015 -0.42260 -0.01929 -0.02314 0.36061 -0.52324 0.56710 1.31057 -1.67451 2
-0.77366 -0.64238 -1.17062 1.22518 1.08176 -0.04647 0.13353 0.48795 -0.32951 -0.03190 1
-0.36716 0.15703 1.37072 -0.97166 -0.97239 0.43976 0.34694 0.23177 -0.86635 -0.72699 1
-0.31179 -0.33348 0.55034 -0.38963 -0.38420 0.27044 0.52165 0.38967 -0.87250 0.37747 1
-0.92541 -0.52514 -0.98314 2.47075 2.28801 0.16838 -0.02849 -0.61892 1.27659 -0.95934 2
-0.32042 -0.66524 0.03319 0.70606 0.92340 0.51139 0.30584 -0.17439 0.26005 -0.88329 2
-0.71416 -0.39880 -0.71504 0.20006 0.07640 -0.18600 -0.02514 0.56297 0.77710 -0.87899 1
-0.89708 -0.44781 -0.82676 1.33240 0.93335 -0.60282 -0.07388 -0.37734 2.34778 -0.59523 2
1.15473 -0.40451 0.23865 -0.86225 -0.90362 1.56754 1.82988 -0.51075 -0.93426 1.08282 1
0.55436 1.30103 0.64704 -1.34965 -1.37508 1.31925 1.22033 1.72405 -0.97507 -0.05756 2
-0.48105 -0.18548 -0.13673 -0.19051 -0.17517 0.66322 0.31454 -0.44455 -0.14882 -0.35913 1
-0.71290 -1.20906 -1.22373 1.94834 1.72334 0.07317 -0.20678 -0.55211 1.63789 -1.55721 1
1.57457 2.49760 0.92445 -0.72604 -0.70816 -0.26620 0.62656 3.86903 0.61103 2.38837 2
-0.95869 -0.56700 -1.66238 1.76618 1.48716 0.34170 -0.38877 -0.46689 0.44310 0.40288 1
-0.18532 -0.33889 0.26722 -0.83217 -0.88462 -0.22245 -0.66929 0.43313 -0.97841 0.30088 1
-0.66264 -0.00366 -0.32357 -0.25342 -0.29642 0.11495 0.20501 0.83383 2.20417 1.15155 1
-0.18489 0.12382 0.87176 -0.79059 -0.86471 0.42926 0.24853 0.91205 -0.88571 0.89255 1
-0.63059 -0.62083 -0.21460 1.71367 1.34147 0.59366 0.19693 0.04164 0.20702 -0.71353 2
-0.64166 0.19496 -0.47868 -0.09642 -0.22132 -0.35360 0.15030 0.86676 -0.27601 -1.51381 1
2.68165 0.27950 0.06958 -0.27475 -0.40501 -2.21514 -2.39872 0.59804 0.40774 0.66940 2
1.64305 -0.46691 -0.12954 -0.50669 -0.59414 -0.94171 -2.05133 0.41283 2.28983 0.19004 2
-0.69542 -0.62603 -1.05085 1.18087 0.88268 -0.47468 0.13440 -0.35428 -0.48944 -0.57395 1
-0.59241 -0.37766 -0.31977 0.37675 0.23386 0.57640 0.17678 -0.52122 0.15345 0.41649 1
-0.78810 -0.53417 -1.05741 0.71262 0.64650 0.01936 0.01737 -0.52015 1.34208 -1.30319 1
-0.71434 -0.53776 -0.46831 1.18962 1.83284 0.34795 0.17851 0.48216 0.48241 0.19913 2
-0.51390 -0.50124 -0.66214 0.98394 0.95960 0.46001 -0.00296 0.39502 1.29615 -0.56276 2
0.08675 -0.35214 -0.73302 -0.39017 -0.36429 0.37667 0.49172 0.60323 -0.62788 -0.52810 1
-0.49883 -0.54572 -1.07709 1.24925 1.13967 -0.38573 -0.67974 -0.51731 -0.74860 0.52528 1
-0.75173 -0.44491 -0.40314 0.52116 0.25195 0.05891 -0.05962 -0.25422 -0.96957 -0.76928 1
0.23997 0.71681 0.97439 -0.81959 -0.54618 -2.05846 0.71644 -1.03879 0.29838 0.64740 2
-0.43944 -0.81895 -0.48228 0.98996 0.60849 0.27355 0.33516 -0.25624 -0.75067 0.17780 2
-0.08682 -0.36500 -0.41393 -0.75777 -0.84842 -0.01770 -0.62192 -0.54333 0.00250 0.62556 2
0.22871 0.05001 0.74840 -0.48536 -0.27833 -0.69903 0.69505 0.96238 -0.87042 1.22365 1
4.40249 3.59188 1.64220 -1.42678 -1.38322 -3.42493 -5.59569 2.67499 -0.37405 1.19585 2
-0.33964 0.08288 0.59393 -0.77254 -0.68282 0.34804 -0.83135 0.86047 -0.90947 -0.25052 1
-0.46591 -0.39112 -0.74233 0.58134 0.86639 0.64290 0.33283 0.09794 -0.79482 0.08197 1
1.45697 2.35150 2.11069 -1.30479 -1.25292 -0.87905 1.17130 -3.57100 0.36923 1.99247 2
0.01138 0.06353 0.28922 -1.02308 -1.03845 1.19211 0.64805 0.46569 -0.91862 0.78139 1
-0.46738 -0.04293 0.17729 -0.39291 -0.31814 -0.17440 -0.52258 -0.74015 0.31599 0.54722 2
0.75073 0.43387 2.46724 -1.43389 -1.38594 -1.32984 1.31710 -0.82239 -0.95107 0.86316 1
-0.75166 -0.84391 -1.57435 1.95983 2.15046 -0.28518 -0.49800 -0.31734 2.22619 0.36054 1
-0.44712 -0.70386 -0.69430 0.27117 0.03206 -0.53054 0.29005 0.34534 -0.90866 -0.94780 1
-0.34534 -0.08818 0.32160 -0.72495 -0.79322 -0.16031 -0.82245 -0.64260 -0.83434 -0.01808 1
-0.21001 -0.03214 0.22892 -0.44105 -0.33352 0.08533 0.28300 -0.74525 -1.04807 -0.45968 1
-0.76823 -0.40068 -0.76265 0.52773 0.40126 0.00100 0.12911 -0.20214 -0.09008 -0.20427 1
-0.80999 -0.82899 -0.53158 1.50854 1.75863 0.41186 0.10334 0.16354 -0.46774 -0.01300 2
-0.35653 -0.43470 -0.06754 0.40355 0.19223 0.10652 0.28559 0.44594 -1.00307 0.46336 1
-0.42398 -0.45500 -0.68118 0.10050 -0.02495 -0.74223 -0.42510 -0.45655 -0.78680 -0.43986 1
-0.19059 -0.37712 1.21625 -1.05262 -0.95610 0.91929 0.65098 -0.59074 1.23924 -1.04299 2
-0.66801 -0.53992 -0.70298 0.41723 0.16689 0.60479 0.15689 0.29486 -0.16169 -0.12857 1
0.72741 -0.05273 1.35908 -1.35512 -1.29907 0.23952 1.19079 0.09484 -0.87426 0.57678 1
0.90512 -0.06550 0.47162 -0.56631 -0.51994 1.66036 1.42735 0.96769 -0.99386 1.45864 1
-0.74884 -0.15952 -0.77683 0.56875 0.87906 0.38364 0.10788 -0.80490 -0.91046 -1.54918 1
0.26828 -0.15889 0.31821 -0.27421 0.07369 -0.60128 0.79312 -0.81683 -0.65103 1.39788 1
-0.78136 -0.82043 -1.39491 2.13870 1.67086 0.44281 0.04056 -0.26619 0.03770 -0.36418 1
-0.53612 -0.24895 0.10407 -0.39236 -0.20774 0.33191 0.24087 -0.26872 -0.53990 -0.32611 1
-0.28633 0.58489 1.21033 -1.22110 -1.22577 -0.23252 0.27275 -0.68048 2.18771 -0.83817 1
0.40316 0.39055 0.83156 -0.71948 -0.51541 -0.27069 1.05781 -0.96410 -1.04396 1.97307 1
-0.69625 -0.61581 -0.86422 1.25198 0.81390 0.63249 -0.56415 0.28281 0.84068 -2.08524 2
-0.55719 -0.31542 -0.17990 0.02009 0.20671 0.57164 0.27334 0.37151 -0.10129 -0.11927 1
-0.68561 -0.39955 -0.34833 0.32259 0.48090 -0.15773 -0.40479 0.53021 0.83769 -0.87561 1
-0.77805 -0.65092 -1.14141 1.26402 1.41024 0.15327 -0.51824 -0.41629 -0.97011 -1.08147 1
-0.84093 -0.64632 -0.77048 1.61028 1.39214 0.14332 -0.38708 -0.36807 1.22834 -0.61708 2
0.90478 1.29496 2.35361 -1.27908 -1.27101 -1.16679 0.56410 -1.70026 -0.73192 2.55365 1
-0.52284 -0.43707 -0.28062 -0.20364 -0.33443 0.15038 -0.05690 -0.35631 -0.90529 -1.46761 1
0.29879 0.28458 0.49067 -0.73206 -0.71630 0.75083 0.95803 -0.29551 -0.39256 1.07325 1
-0.17293 -0.28631 0.54272 -0.39400 -0.50636 0.93393 0.62141 0.36982 -0.87198 -0.31439 1
-0.06131 -0.62414 0.19972 -0.70745 -0.64843 0.33418 -0.48872 0.16137 1.67767 -0.04613 2
1.70481 0.17431 -0.04870 -0.07837 -0.39506 2.59779 -1.32983 1.19422 -0.49273 -1.35283 2
2.58804 4.32519 1.45748 -1.55423 -1.49724 1.40533 2.74876 4.24565 -0.04956 -0.21749 2
1.25479 3.55869 1.50403 -1.08653 -1.31897 -1.39058 0.46558 4.07222 0.33223 1.67553 2
-0.74030 -0.84168 -1.53711 1.84222 1.69891 -0.32870 -0.43663 -0.32976 -0.45378 -0.76640 1
0.08889 -0.10504 0.03319 -0.54936 -0.66925 0.83778 0.66174 -0.59250 -0.93073 1.19622 1
-0.19896 -0.55031 0.09349 -0.30648 -0.40773 0.17296 -0.69226 -0.24861 1.57642 0.32374 2
1.19975 3.12593 1.71076 -0.81138 -1.00316 -1.33647 -2.48766 -4.42675 -1.03864 2.75476 2
1.81985 0.77942 1.61089 -1.34308 -1.33164 -1.51568 1.53318 -0.88290 -0.79097 0.46140 1
-0.79855 -0.84660 -1.13359 1.77275 1.63828 -0.24887 -0.42578 -0.37100 0.73996 -0.68110 2
