A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A12 A13 A14 A15 A16 A17 A18 A19 A20 Class
1.33631 -0.22733 -0.10916 0.14445 -0.09944 -1.20431 -0.45672 0.71094 0.36550 0.28931 -0.36110 0.58070 0.81493 0.21605 -0.08646 -0.56444 -0.70097 -0.13884 0.26836 1.41807 1
0.43273 0.29027 -0.14481 1.15829 -0.03902 0.62415 0.21978 1.28422 0.12833 -0.08213 -0.73888 -1.15664 -0.65239 -0.11783 0.51589 0.13116 -0.24573 -0.14275 0.50219 -0.07676 1
-0.83080 -0.18798 0.65049 0.67921 0.71747 0.55342 0.59094 -0.38496 -0.74933 0.97353 -0.52526 -0.26669 -0.49567 -1.03803 0.22634 0.31508 1.02746 1.11791 -0.02256 -0.82822 1
0.41793 1.40886 -0.14027 -0.19775 0.16369 -0.44411 0.56790 -0.15335 -0.21830 -0.05382 -1.06919 0.44834 -0.55122 -0.35343 0.10149 -0.08560 -0.61851 0.44316 0.47160 0.52845 1
-1.07301 -1.39394 0.33742 -0.00518 -0.01486 -1.93345 -1.08188 0.52323 -0.30170 -0.91668 -0.80217 -0.26270 0.25683 1.70911 0.25224 1.79693 -1.18370 -1.00105 -1.16791 -0.14079 0
0.52827 -0.11394 0.62391 -0.10515 -0.15246 -0.43155 1.35430 0.36522 0.02929 -0.17381 0.78675 -0.20616 -0.55452 -0.74184 -0.07915 -0.29251 0.47300 -0.03759 -0.76143 0.06005 1
-0.04900 -1.57737 -0.31398 -3.00710 -1.77755 -0.66886 -0.13426 -0.31811 -0.12252 0.13156 0.14722 -1.24378 2.72661 -0.94985 -0.68947 0.06679 -0.00973 1.72276 -0.36855 -2.47402 0
-0.06380 1.66299 0.41196 -0.34536 -0.12293 -0.42692 1.69584 -1.01495 0.92519 1.12116 0.33710 0.25478 0.72566 0.38502 0.01382 0.72232 -0.13243 0.65741 2.08529 -0.26816 1
0.25511 0.33229 -0.09296 -0.06825 -0.24577 0.57391 0.59028 -0.51123 0.95842 0.29537 0.46962 0.50155 1.73672 -0.00272 0.25025 -0.10202 -0.22830 0.01075 -0.25163 -0.76756 1
-0.23066 0.39032 -1.25058 0.79663 1.45249 -0.01046 -1.77615 1.55769 0.19349 0.06213 1.09266 0.06123 0.53456 -0.32247 -1.15501 -0.33783 2.50917 -0.64049 -1.87959 -1.84454 0
-0.04765 -0.56151 -0.09814 1.12876 -0.38002 -0.06929 -3.47859 -0.06828 -0.20788 0.00281 -0.37033 -1.79385 -0.05329 0.58292 2.00948 0.74663 -1.79516 -0.14602 -1.56420 0.35861 0
-0.34974 -0.69491 -0.76510 0.74631 -1.08147 0.85485 0.67188 0.19642 -0.20332 -0.12190 -0.82854 0.12176 1.89873 0.18442 0.55972 0.25070 0.76398 1.41838 -0.07422 -0.18527 1
-0.21451 0.95595 0.25640 0.68928 0.25163 -0.10102 -0.09741 -0.31474 -0.27043 0.40593 -0.40066 -0.19086 -0.15645 0.01949 -0.08845 1.06585 0.06871 -0.72018 0.47976 -0.18122 1
-2.50744 -0.18931 -0.12925 0.40210 0.91683 0.69885 -0.16190 0.25786 -1.38134 -1.08520 -0.24308 -0.74559 -0.09099 -0.74454 -0.64365 -0.03502 0.01038 1.12313 -0.76823 -0.69949 0
-0.23604 1.37350 0.12223 0.25650 0.06301 0.69885 -0.33760 -0.43695 0.79162 -0.63962 -0.13496 -0.55203 -1.10865 -0.06734 0.28412 -0.33126 0.65201 0.52807 0.32682 0.16115 1
0.28068 -0.20532 -0.08453 0.58796 0.29056 0.46946 -0.24679 0.40776 -0.32907 0.37020 -0.29912 -1.47990 0.06904 -0.16293 0.47206 -0.14012 -0.03454 0.36020 0.18000 -0.14079 1
-0.11695 0.14820 0.30891 1.08381 -0.84855 1.42203 0.16056 0.17278 0.21825 0.51176 0.19535 -0.72297 0.68136 0.32241 -0.29765 -0.85280 0.07944 1.45169 0.77545 -0.03835 1
-0.26295 -1.11180 1.12105 0.91204 1.24306 -0.61400 0.94169 0.03571 0.01431 -0.00865 0.61203 0.68712 -0.98500 1.87067 1.52335 1.01790 0.68955 -0.33937 1.13095 -0.07676 1
-0.15127 -0.86900 -1.25317 -0.04275 -0.01956 -0.21076 0.39878 -0.18306 -0.22742 -0.10505 0.43863 -0.56933 1.71754 -0.74454 -0.22858 -0.77792 0.28259 -0.44518 0.03929 -0.01543 1
0.50203 -2.32310 0.69586 1.12809 0.78795 -0.04417 -1.15098 0.96348 -0.69264 1.94694 1.14672 0.33660 -2.49729 1.72728 0.75696 0.57913 -2.13977 0.86251 -0.57858 -0.17785 0
0.19119 0.48370 -0.09944 -0.25008 0.78728 -0.13870 -0.09214 -0.08786 -0.08212 -0.10909 -0.95842 0.01467 0.49555 0.77612 -0.40125 0.72101 -0.15053 -0.07025 0.26904 0.58439 1
-0.11762 2.22728 -0.92196 -0.28497 0.69465 -0.26100 -0.28562 -1.91842 -0.37402 1.10835 -1.20302 0.21554 -0.78200 0.14470 0.24759 -1.32310 -0.90546 0.80829 -0.28086 1.61958 0
0.58210 0.88125 0.67641 -0.83651 -0.32162 -0.32644 -0.25864 -0.34512 0.72125 -2.01480 -0.92942 0.71373 0.75476 0.97201 -0.61708 -2.39771 1.07775 -0.09899 3.35028 0.48397 0
-0.43384 -0.00722 -0.09749 0.83823 1.18466 0.14158 -0.05726 -0.24789 -0.41116 0.36750 -0.10661 -0.54405 -0.11876 0.52234 0.83466 0.31376 1.53433 1.37135 -0.86951 0.01018 1
0.59421 0.49304 -0.35935 -1.30485 -0.04104 -0.83743 0.47380 1.03776 -0.08082 -0.18594 -1.04084 0.14304 -0.12537 0.32308 -0.04263 0.61066 0.51389 -0.03955 0.96305 0.71042 1
-0.46008 0.21356 0.13973 0.38399 -0.38069 0.06094 -0.44619 0.69744 -0.35317 0.56839 -0.51933 0.60664 -0.26225 -0.07408 0.46675 -0.15654 0.47099 -0.05523 0.08076 0.77647 1
-0.27977 2.15324 -0.15648 0.08339 -0.06923 0.43443 -0.72982 0.65558 1.05225 0.70725 0.32985 0.65919 0.30180 0.03296 -0.50485 0.64350 -0.17332 -0.00036 0.80060 -0.42857 1
0.70051 0.39432 0.44113 0.39741 0.13953 0.83568 -0.26785 0.12889 -0.82426 -0.16033 0.23821 -0.33254 -0.83291 -0.20938 -0.04130 -0.69253 1.13742 -0.17150 0.67281 0.47251 1
0.42129 -0.72559 0.26029 0.44236 -0.17663 1.41939 -1.03187 -0.91029 0.59550 -0.11449 -0.31561 0.50022 -0.34425 0.11441 0.72907 0.63036 0.08212 1.27271 -0.25163 0.41320 1
0.01425 -0.45812 -0.73334 1.06502 0.97590 0.31346 0.20925 -0.69152 0.16352 -0.79331 1.13222 1.37222 0.05515 0.48128 0.32596 -0.07772 -0.06538 -1.17741 -1.44184 -1.20227 1
-0.27977 1.25211 -0.47472 0.82683 0.39527 -2.27191 0.25137 0.28015 -1.15069 -0.18594 0.59093 0.06788 -0.11942 0.27193 -1.29448 2.00515 -1.93528 2.28059 -1.45204 -1.33301 0
-0.11291 0.24225 -0.30879 0.59937 0.39729 -0.13540 -0.05661 0.25989 1.31027 -0.23987 0.13865 0.14304 0.48364 0.47724 0.26818 -0.10071 0.22292 0.87688 0.02298 0.30402 1
-0.17750 -4.05667 0.40224 -0.79961 -2.19708 1.21248 0.30797 -0.90151 -0.51476 0.59805 0.29359 -0.19618 -0.95128 1.26819 0.28279 -0.78317 -0.40262 -0.41056 0.35945 2.49168 0
0.55518 0.90259 1.30772 0.91607 1.62030 1.22636 -0.22902 0.68596 0.68542 0.86567 -0.41780 -0.77153 -0.39913 -0.18919 0.32529 1.04812 -1.13007 1.10876 1.04598 -1.91868 0
2.03267 0.41967 0.13196 0.79127 0.68995 -0.27223 -0.52845 -1.30598 0.09184 -1.04004 -0.44615 1.30238 -2.06681 0.05046 -0.16217 0.01687 -2.37443 0.11852 -1.17675 1.40729 0
-0.25219 -1.03709 -0.03657 0.70337 0.05898 -0.85594 0.54948 1.64142 -1.46083 0.48480 0.60016 -0.16026 0.73227 0.06998 0.20044 -0.22026 -0.20349 1.23156 0.38120 -0.20616 1
0.00752 -0.55551 1.32976 -0.28363 0.09657 -0.34958 -0.54556 -0.37010 1.85758 1.87414 0.62456 -0.73628 -0.46790 1.60477 0.99272 -0.12764 -0.80087 -0.41187 -0.21900 0.51362 0
-0.26564 0.30094 0.02371 -0.31248 0.37715 1.38171 -0.07832 -1.20199 0.27037 0.56097 0.08063 0.62261 0.74219 0.00401 0.31998 -0.24259 0.24303 0.48496 -0.14695 0.30537 1
-0.32081 -0.31671 -1.04511 -0.43728 1.63574 -0.03558 -0.85946 -0.89071 -0.91222 -2.72868 -0.13891 1.29373 0.26874 0.61254 0.02179 -1.94645 2.50582 -0.13688 -0.33388 -1.58035 0
0.81556 0.79987 -0.65038 -1.20487 -0.13233 -0.00385 0.03487 -0.49975 -0.12643 0.20841 0.63708 0.56939 0.46843 -0.40863 -0.07517 0.15021 1.92789 0.73710 1.13163 -0.11787 1
0.81085 0.69582 -0.65751 1.33475 -0.14441 -0.43750 0.36719 -2.39243 1.47381 1.66854 0.17821 0.54611 -0.99624 -0.16832 1.23380 0.77224 -3.33252 -0.14994 -1.00002 -0.08417 0
-0.12772 0.56041 -0.03397 -0.18298 -0.17260 1.37642 0.29283 -0.39441 -0.17790 0.00214 1.14013 0.39114 0.56961 0.30491 0.49464 0.56796 0.29801 -0.62808 -0.13948 -0.73521 1
-0.56773 -0.18931 -0.19990 0.00422 0.23350 -0.23521 -0.04081 0.24571 0.57465 -0.09157 0.92850 0.52749 0.99413 -0.11379 -0.98633 -0.39695 0.45020 0.75604 0.31187 -0.27086 1
-0.00728 0.05348 -1.34456 1.44077 0.07777 0.26520 1.18189 0.92162 -0.01306 0.14774 0.55467 -0.16426 0.27667 0.84141 -0.21662 -0.34177 -0.10091 -0.93051 0.65173 -0.16774 1
1.57247 -0.09993 0.91235 -0.82846 0.47918 -0.38858 -0.72982 -0.03856 0.28601 -0.48996 -1.80299 0.09448 -0.25564 -1.09862 0.30935 -0.08823 -0.13310 -0.21003 0.69796 1.52456 1
-0.04563 -0.32605 0.38733 -0.70701 -0.12696 -0.10962 -0.35998 -0.42547 -0.01436 -0.29852 0.62983 0.88866 -0.46790 1.16116 -0.03266 -0.06130 -0.06806 0.97159 0.18340 0.98741 1
-0.84426 1.00264 -0.33148 -1.65510 -0.58139 -0.36809 0.00657 0.31188 -1.26993 1.67460 -0.30901 -0.26270 0.09086 -0.48133 -0.80104 -1.16546 1.44315 -1.16827 -0.74308 -1.79332 0
1.99499 0.35097 1.06207 -2.29520 -0.28067 1.26140 1.20492 -0.54229 0.36550 0.71400 -1.85310 -0.35582 -0.20208 -0.02830 0.93030 0.50293 -1.52496 1.22830 -0.24212 -0.03835 0
1.27980 0.58509 0.63299 0.74698 0.70136 0.24933 0.60739 0.55159 0.06122 0.15314 0.41292 0.98777 0.66284 0.49205 0.51988 -0.19661 0.06134 -0.18195 -0.10549 -0.68871 1
-1.04677 -0.18998 0.49169 1.10796 -2.04605 -0.01905 -0.44355 -1.46533 -0.44374 -0.11583 -0.30242 0.66584 0.12128 -0.60048 0.94026 1.06126 1.06836 -1.26037 2.59577 -1.11128 0
-1.88846 -0.09193 -1.27002 -2.36297 -0.65858 1.79354 -0.09017 -1.28032 -1.88631 1.38473 0.97333 -0.27068 -1.58674 0.43079 -0.63369 -0.64261 0.51188 -0.01473 1.01607 -0.06328 0
1.74471 -0.76095 0.20325 -0.68890 0.65639 0.12109 0.20465 0.13902 -1.02038 0.55625 -0.55955 -1.05887 -0.06123 0.10970 1.24907 -0.53817 -0.86255 0.61822 0.06784 -0.16235 1
0.20398 0.69582 -0.14999 -0.28028 1.27863 -0.52343 -0.57714 0.63802 -0.66136 1.02476 0.83883 0.97446 -0.82167 0.11037 0.06098 -0.72077 -0.44553 -0.31912 0.39887 0.42534 1
0.19187 0.82055 0.11122 0.67921 -0.42432 -1.24265 0.60673 -0.07165 0.28275 -0.05988 -0.07430 -0.26004 0.09284 0.60177 0.73571 0.28880 0.14313 0.52154 0.23846 1.18960 1
-0.74266 -2.66794 -1.23632 -0.10649 1.88074 -1.53285 -0.03226 1.79132 -1.50253 1.03150 1.54890 1.39683 -1.87372 0.17566 -0.35077 0.72692 1.83335 -0.25772 -1.29570 -0.51618 0
-0.98757 2.51010 -1.47290 1.52128 -0.13367 2.32569 -2.09137 0.03436 0.02408 0.03989 3.19188 0.01201 -1.92464 0.27260 2.02342 0.28880 -0.05465 -0.31389 -0.27134 0.66324 0
-0.30870 -0.05524 -1.92985 3.12155 -1.48489 0.74975 -2.05057 -1.05547 -0.52714 -0.93825 3.09825 -0.02058 -0.50493 -0.90677 -0.68748 -0.32075 -1.18370 -2.08600 -0.86679 -1.18070 0
0.01492 0.39232 -0.12925 0.54502 -0.30282 0.57391 0.55672 0.08568 0.16547 -0.08213 -0.00178 0.40444 -1.04980 1.23184 -0.12830 0.59227 -0.86255 -0.07482 -1.05032 0.01692 1
0.99722 -0.87234 1.17356 0.08809 -0.33974 0.26189 0.03092 0.48272 -1.25494 -0.13943 0.82301 -0.14031 0.22972 0.50484 0.29275 0.74071 -0.78344 -0.08723 0.69184 1.17477 1
1.44867 -0.68757 -0.89214 -0.23062 -1.83192 1.63159 0.14740 0.01275 0.06774 -1.46473 1.28715 1.55048 -0.10157 -0.58971 0.12473 2.77103 -0.94167 0.53526 0.75233 -0.19942 0
0.51145 -0.79230 0.52021 -0.95661 -0.63442 1.33610 -0.17111 0.69001 1.19950 0.00753 0.00481 -0.29063 0.33354 -0.34805 -1.14107 -0.12107 2.13305 -0.01995 -0.29513 0.81825 0
0.04519 -1.10980 -0.69445 0.52422 1.08867 0.38353 -0.00330 -0.10541 -0.78125 0.84882 0.13536 -0.70568 -0.40508 -0.11514 -0.00610 0.07204 0.48372 -0.46413 -0.13608 -0.15831 1
-1.07369 -0.85233 0.68419 1.30791 -0.14508 1.00293 -1.83077 -0.77524 -0.07756 -1.49371 -1.71398 -1.45529 0.63705 0.87103 0.87982 1.64322 -0.13846 0.32950 0.49540 -0.07204 0
-0.89472 -2.08030 -0.11759 -1.34779 -0.78008 -0.05277 1.73269 1.30447 -2.96855 0.75781 0.13733 -1.27836 0.02275 0.33049 -0.30163 -0.15457 -2.69424 0.22565 -0.14423 0.01490 0
0.29077 0.41500 0.17992 1.08985 -0.23301 -0.74488 0.79428 -0.15133 -0.07561 -0.73399 -0.32747 -0.69304 0.33949 0.06392 -0.35077 0.55286 0.20280 0.85336 0.70747 1.93162 1
-2.71534 -0.45812 2.36488 -0.13199 -1.73325 -0.28810 -2.11045 -0.27692 0.09445 -1.49439 2.06843 -1.26706 -0.26886 -2.62869 2.01878 1.09410 -1.00134 -0.89981 1.16017 -1.11263 0
0.10777 -0.41143 1.10096 -0.47821 0.38118 0.29495 0.51789 -0.14525 -0.16813 0.16190 0.11228 -0.10639 -0.19877 -0.06667 0.44882 -0.83572 0.96310 1.16102 0.45393 1.06424 1
-0.01132 0.78920 0.21298 -0.05215 -0.61428 0.64266 -0.13163 0.50297 -0.56037 -0.21897 0.38193 0.26077 0.41752 -0.00609 -0.03931 0.88522 0.54809 0.94677 -0.06199 0.16788 1
1.37668 0.20356 -1.03733 -0.26686 -0.03768 -0.05541 -0.70942 0.57050 0.04037 -0.64838 -0.36835 -0.13166 -1.11262 0.40117 0.52984 0.78144 -0.55146 0.87231 0.21059 0.01625 1
0.67225 -0.48747 -0.15777 0.04313 -0.36592 0.14885 1.05619 0.40034 0.10357 0.89533 1.14936 0.93057 -0.72248 0.79362 -0.15021 0.38207 0.19744 1.36481 1.28049 -0.24660 1
0.24636 -0.03323 0.44956 -1.21964 0.31137 0.37031 1.19176 1.21804 0.53165 -0.35042 0.86191 0.17031 0.33751 -0.23631 0.44749 -0.45212 -0.95374 -0.15125 0.85905 -0.53033 1
-0.67942 -0.28937 0.86179 0.37191 -0.07124 -1.34379 -0.08293 -0.15876 -0.06453 -0.09426 0.55599 -0.98171 0.18145 -0.13533 -0.09642 0.85763 -0.54073 0.80633 -0.17414 -0.39891 1
-1.69132 -0.03123 -0.20963 -0.21989 -0.15246 0.10258 0.42773 -0.84749 0.11660 -0.58164 -1.40873 -0.07579 0.46447 -0.11312 1.53397 -1.71721 0.27454 0.04928 0.09503 0.01692 0
1.07594 -0.57351 1.09966 1.46559 -1.46274 0.97649 -0.81537 -2.71384 -0.04955 -0.99622 -0.07166 1.42742 0.41752 2.40448 2.77852 -0.04553 -1.82198 -1.76333 0.31051 -1.60866 0
0.45359 -0.02123 -0.04370 0.67385 -0.45452 0.59771 -0.11583 1.23560 0.43001 0.41334 1.13552 0.93988 1.05893 0.81516 0.11676 0.53840 0.02781 -0.27601 -0.66355 1.23745 1
-0.83820 1.19808 0.64206 -0.58154 0.57114 1.24553 0.00196 -0.06085 0.06383 1.34833 -0.45538 1.50192 1.05431 0.91950 0.44682 -0.19201 0.01575 2.41384 -0.19385 -0.12326 1
1.52268 1.45221 0.18575 0.46249 -0.68342 -0.13540 -0.04147 -0.10541 0.19218 -0.08887 0.46303 -0.39772 0.20922 -0.21678 0.83931 0.56402 0.13844 1.04606 0.67892 -1.59990 1
0.44350 0.80387 -0.14286 -0.59429 -0.11823 -0.05409 1.34311 -0.58078 -0.25349 -0.13269 -0.79360 -0.07247 -0.71322 0.20730 -0.50817 -0.29448 0.53803 -0.72802 -0.14559 0.17193 1
-1.11876 -0.15129 -1.50466 1.37300 -0.41358 -2.12581 -2.97582 -1.21482 -2.22316 0.11471 -1.51883 -1.00566 -0.67355 -0.53451 -0.48293 -0.47643 -0.27859 -1.74569 -0.21900 -1.70167 0
0.18648 0.32095 -1.06131 -0.94923 0.38051 0.56201 -0.05068 -0.56457 -2.17886 1.35036 0.61467 -0.25072 0.82882 1.26483 -2.42612 1.72139 -0.41871 -0.09181 -1.32697 -0.13944 0
2.49287 -0.49614 -1.22919 -0.09911 -0.02761 -0.74951 -2.44936 -0.38361 1.22882 -0.01674 -1.97243 0.46962 0.11731 1.01845 -1.02153 0.17845 -2.39522 -0.90177 0.90324 0.58708 0
0.65543 -0.02856 1.31810 0.16257 1.04571 1.35130 -0.29615 0.51580 -1.99447 0.11673 -0.01892 0.16565 -0.48179 0.68928 -0.53938 0.06022 -0.14583 0.82332 0.01075 -1.60664 0
-0.66529 0.98797 -0.69769 1.32670 -0.97944 -0.27884 -1.17533 1.24573 -2.28897 -0.20212 0.28106 0.15701 1.46759 -1.31335 -0.02204 -1.47943 1.39152 -0.90699 -0.21425 -3.42969 0
0.76914 2.02251 -2.12106 1.17036 -1.61578 0.75438 0.87522 -3.09332 -1.55271 0.52659 -0.13364 -0.26669 -0.05131 0.04305 -0.70209 -0.12041 -0.88200 0.00813 -1.80550 -2.25903 0
-3.06183 -1.57204 -0.69445 1.52128 -0.46124 -0.35486 -2.20587 -0.09866 0.85939 0.20504 -0.54570 -0.76288 -0.19083 -0.18111 -1.02817 -0.17231 1.26414 -1.15586 0.54366 -0.25940 0
-0.34302 1.15406 0.37113 0.82347 -0.30685 0.15084 0.01776 0.17278 0.89848 0.47738 0.95619 0.55875 0.54117 2.58084 -0.28835 -0.68859 -0.12371 -0.91940 0.53754 -0.82957 1
-0.03285 1.21409 -3.03432 -2.47100 0.03079 -0.82619 2.03343 0.92769 0.94474 -0.13471 -0.05189 -0.34517 2.13413 -1.37394 0.22235 -1.85778 -1.18504 -1.78619 -2.41590 -0.89292 0
-2.04253 -0.00989 -0.18888 -0.18433 0.71076 1.07168 -1.36486 1.05599 -0.01371 0.57783 -1.21753 -0.74825 0.74748 -0.59038 -0.10439 -2.03644 -0.43346 0.19299 -1.07343 -0.17920 0
-0.50853 -0.11661 0.78012 1.14151 0.57248 0.93947 0.50210 1.20657 0.32641 -0.10100 0.98849 0.77692 0.31106 1.34763 -0.48028 1.17423 -0.18204 0.50456 0.81623 -0.20751 1
0.25982 -0.23400 -0.21870 0.02233 0.00394 -0.88040 0.25729 0.18021 -0.16618 0.39716 -0.29649 -0.09641 0.27799 0.57215 -0.09775 -0.61108 -0.68622 1.50199 0.71971 -0.03161 1
0.68167 0.42367 -0.14157 -0.41514 0.99201 0.52036 0.23887 0.26799 0.57465 0.00079 0.72279 0.78091 -1.03526 -0.96802 0.07758 0.32230 0.27253 0.13028 -1.24336 0.32559 1
1.99567 -1.10179 1.39263 -0.11589 1.96129 -1.86867 -0.11320 0.52998 0.08924 -0.12595 -0.50417 0.01068 -1.39432 -1.00437 -0.79042 1.92370 1.61881 3.08075 0.69728 -1.83039 0
0.13602 0.66913 1.02318 -0.27155 -0.00949 1.65472 0.67583 0.15320 1.64452 2.19973 -0.45538 1.59903 0.95313 0.10633 -2.42347 -1.25085 -0.20148 -1.97431 -0.02460 -0.04104 0
0.28741 -0.08059 -0.48185 0.60608 0.70069 0.08077 -0.48172 0.43140 0.16286 -0.21628 -0.49955 -0.09042 0.31899 -0.21476 1.33806 -0.83506 0.40059 0.03687 -0.00693 0.06612 1
-0.85435 0.84589 -0.59917 0.68726 -0.32296 0.09597 -0.67520 0.29297 1.76897 1.41440 -0.42703 -0.33187 0.31635 0.20057 -0.64365 -0.23274 0.39321 0.32820 2.28649 0.60865 1
-0.14521 -0.43211 0.35104 -1.26258 -0.01150 0.33924 1.68071 -0.11352 -0.06518 1.29103 0.31139 1.01504 -0.20009 -0.52307 -0.98899 -0.15917 0.50719 1.28708 -0.12316 -0.19066 1
2.58101 -1.55336 0.36335 1.69439 1.03296 -0.07260 -0.47712 -2.03591 0.12312 0.96409 -0.01760 -0.38708 1.22491 -0.09090 1.98823 -1.96090 -0.61985 0.33604 -2.48999 -2.52389 0
-0.58052 0.01346 1.76209 0.31085 -0.01754 -0.49897 -0.77786 -0.14188 0.38505 1.08004 1.25683 0.16166 0.14773 0.06594 -0.04927 -0.16048 0.01105 1.24397 0.86789 0.06881 1
0.14881 -0.00188 1.54236 0.73222 -1.69298 1.70100 -0.06385 -2.79217 1.90841 0.62164 -1.68431 -0.20283 -0.85936 0.89190 0.22235 1.58279 -0.24439 -1.24861 -0.20065 0.67066 0
0.00752 2.20260 -0.91872 -0.84725 2.05527 0.05300 0.78968 1.99929 1.11480 -0.15561 1.45264 0.00802 -0.07379 -1.39346 -1.04211 0.21064 1.62752 -0.64833 -0.58470 0.84454 0
-0.08735 0.06082 -1.16437 -0.42386 -0.03500 1.42137 1.34311 0.95876 -0.12448 1.95571 -0.11386 -0.87063 -0.13992 0.14874 0.91037 0.72823 -1.18035 -0.30540 0.66669 0.60326 1
0.66216 1.35149 -1.19678 -0.75868 -0.02828 -0.20811 -0.60939 -0.12432 -0.56819 0.38233 -0.19693 0.14703 0.46843 0.05113 0.49530 -0.27412 0.28058 -1.89723 0.45325 0.17934 1
0.88890 -0.43811 -0.10333 -0.34066 0.62685 -0.55847 0.83903 -2.96975 -0.50825 0.19156 -0.92084 1.13942 -0.24572 0.16085 0.63610 -0.77463 0.57155 2.00560 0.37168 -2.03123 0
0.46772 -0.02923 0.20455 0.27864 -0.64717 -1.01922 0.24413 -0.22696 -0.11796 -0.74141 0.20854 -0.09575 0.25220 -0.54932 -0.71670 0.51147 -0.66142 0.69856 0.82982 -0.35308 1
0.53635 -1.14181 1.42634 0.67586 0.92355 1.16356 -0.07898 -0.03249 0.25343 0.27987 -0.24242 0.57937 0.10739 -1.13699 -0.99762 -0.11516 -0.13980 -1.04547 0.21670 -0.07609 1
-0.16472 -1.10846 0.86892 2.14126 -0.43573 -0.78256 -0.62123 -0.10811 0.38896 0.31964 0.60412 -0.31059 0.03267 -0.59981 -0.14623 1.71876 0.14917 1.09243 -0.54324 -0.61929 1
-0.15328 -0.56017 1.32069 1.84469 -0.34645 1.53177 -0.12768 0.25044 -0.34080 -0.04168 -0.81997 1.38353 0.75277 0.46108 1.26368 -0.14472 -0.13108 -0.82599 0.15621 1.43964 1
-1.82925 1.75437 0.18057 0.58125 0.09321 0.16340 0.85877 0.14847 -0.10688 -0.36121 -0.80744 -1.36151 0.71839 0.02959 1.96897 1.58148 -0.83305 -0.22832 -0.13744 -1.26562 0
-0.59263 1.00264 0.66604 -0.52652 -0.20214 0.18521 0.13423 -0.22831 -0.33819 0.16527 0.64697 0.33859 0.55374 0.01478 0.21571 1.07242 0.04525 0.37327 -1.15636 0.62617 1
0.05731 0.80387 0.39900 0.68659 -0.82505 1.07895 0.59291 0.63532 -0.46915 0.22998 -0.22858 -0.47820 0.65292 0.92623 0.00253 -0.63867 0.62988 -1.03894 -0.31145 1.87299 1
-0.49776 1.24410 -0.46500 1.80443 -1.20498 2.50351 -1.66954 -2.35664 -0.24762 0.18482 3.12924 -0.00529 1.14688 -1.19555 -0.73397 0.15218 2.86049 0.46276 -0.90350 -0.13876 0
0.88419 1.29946 1.71801 -0.51981 0.07308 1.26999 -0.57056 0.12214 -0.05802 0.27987 0.37468 0.30001 -0.14124 1.83835 -0.33151 -0.54671 -0.77338 -0.02649 0.41451 -0.44676 1
-0.30937 0.33029 0.45409 0.89325 0.29794 -0.26100 -0.64492 -0.95486 -1.12267 -1.01847 -0.35516 1.91497 0.87246 -0.44835 -0.04130 0.08912 0.49244 -0.50397 -0.49294 -0.36252 1
-0.73795 -0.90102 -0.96538 -0.03806 0.43421 1.03400 0.50012 0.37603 0.21955 0.33784 -0.19364 -0.82407 1.15085 0.47858 0.50726 -0.08035 -0.87194 0.47190 0.18000 -0.00532 1
0.49396 -2.64993 0.34844 0.02837 0.34829 -0.03029 -0.08096 -1.29653 -1.32140 -1.29553 0.66807 -0.50547 0.90751 0.53042 0.35451 -0.04947 -0.76198 -0.11140 -0.68530 1.90399 0
2.24124 -0.05991 3.02471 2.57269 1.41758 -2.71150 1.13516 -0.30123 -2.20622 -0.42660 0.84213 -1.24511 -3.85947 -0.81522 -2.50316 -0.40746 0.10626 -1.19831 -1.62877 -0.22705 0
-0.77630 0.16420 0.32511 0.41284 1.51491 -2.09871 0.98052 1.29097 1.20537 0.85825 1.02607 0.72238 2.94681 -0.03234 -0.96773 -2.15664 0.47367 0.70640 -2.31530 0.05264 0
-0.97276 -2.33644 -2.14375 0.02636 -0.75726 -0.94650 0.10133 -1.12772 1.69339 1.05510 -0.87074 0.81882 -1.70973 0.07940 1.09699 -0.99665 3.32445 -1.94230 1.24446 0.91463 0
-0.06515 -0.24534 -0.06379 0.00220 0.53959 -0.48179 -0.48304 -0.17631 -0.47828 0.11471 0.22832 0.68114 -0.11744 0.77544 0.73903 -0.00744 -0.75796 -0.74565 0.94946 0.35794 1
0.31970 0.13486 0.58502 -1.82619 2.52447 1.43459 -0.05529 -0.15471 0.25278 0.34391 -0.75800 -0.65779 0.83411 -1.74215 0.71579 -1.12342 1.06836 -1.52360 -0.55683 -0.15764 0
0.38025 -0.06191 0.26483 0.54837 -0.67939 0.23545 0.27835 0.34159 1.03531 0.28189 0.11294 -0.34717 0.17947 0.32982 -0.45305 -0.53029 0.59435 0.21193 1.34438 -0.13270 1
-0.25420 0.00145 -1.36919 -0.74325 0.30734 -0.16316 -0.17572 0.80008 -0.34731 0.87241 -0.24902 0.40577 1.49404 -0.43691 -0.22459 -0.07312 1.03149 0.56204 0.16640 0.69020 1
1.39216 0.51172 0.85984 -1.19749 0.93496 -0.16382 0.10265 -0.13107 -0.09450 1.69145 -0.85030 0.91261 1.25731 1.09923 -0.23057 0.21064 1.80050 -0.62873 -0.20337 0.70368 1
0.23156 -0.08526 0.08464 -0.19775 -0.89151 1.21711 -0.73442 0.97226 0.78771 -2.32422 0.73664 -0.51678 -0.86531 -0.22150 -1.21279 -0.33126 1.35130 -1.24600 -0.00693 -0.06193 0
